Phylum	Class	Order	Family	Species	N_genomes	BUSCO	genome_size	technology	Ploidy
Streptophyta	Magnoliopsida	Poales	Poaceae	Coix aquatica	1	88.9	445.39	PacBio Sequel	NA
NA	NA	NA	NA	Coix lacryma-jobi	NA	88.7	NA	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Dactylis glomerata	2	91.8	528.61	PacBio Sequel	6
Streptophyta	Magnoliopsida	Poales	Poaceae	Dichanthelium oligosanthes	1	85.8	410.71	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Digitaria exilis	3	96.2	4216.25	NA	4
Streptophyta	Magnoliopsida	Poales	Poaceae	Echinochloa crus-galli	3	95.3	417.94	PacBio	NA
NA	NA	NA	NA	Eleusine coracana	NA	80.9	NA	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Eleusine indica	1	93.5	145.97	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis curvula	1	93.5	501.74	PacBio Sequel; Chicago; Hi-C	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis nindensis	1	93.2	308.74	PacBio	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Eragrostis tef	1	90.8	158.21	Illumina HiSeq; 454	4
Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum bulbosum	1	30.5	466.56	NA	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum pubiflorum	1	74.4	498.25	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Hordeum vulgare	24	61.1	2955.81	PacBio Sequel	4
Streptophyta	Magnoliopsida	Poales	Poaceae	Hyparrhenia diplandra	1	89.6	1315.17	Oxford Nanopore MinION; Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Leersia perrieri	1	94.2	78.93	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Lolium perenne	2	29.2	611.1	Oxford Nanopore PromethION; Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus lutarioriparius	1	94.3	1622.68	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus sacchariflorus	2	52	567.18	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oropetium thomaeum	1	95	76.25	PacBio	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza barthii	4	93.1	101.07	PacBio	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza brachyantha	3	99.16	251.81	PacBio	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza coarctata	2	94.9	369.64	Illumina HiSeq; Oxford Nanopore	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza glaberrima	1	81.7	101.02	PacBio	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza glumipatula	1	95.2	110.73	PacBio	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza longistaminata	3	82.2	103.17	Illumina HiSeq; PacBio RSII	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza meridionalis	2	82.4	113.95	PacBio	2
NA	NA	NA	NA	Oryza meyeriana	NA	92.2	NA	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza nivara	2	95.9	119.39	PacBio	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza officinalis	1	94.7	168.39	Illumina HiSeq2500; Pacific Bio RSII	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza punctata	1	94.2	123.36	PacBio	4
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza rufipogon	2	90.2	122.49	PacBio	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa	53	96.1	320.89	Illumina HiSeq 2500; Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum hallii	3	99.12	445.29	PACBIO SEQUEL; Illumina HISeq; MOLECULO	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum miliaceum	2	95.7	687.92	PacBio; Illumina HiSeq	4
Streptophyta	Magnoliopsida	Poales	Poaceae	Phyllostachys edulis	1	92.2	581.65	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Puccinellia tenuiflora	1	81.6	339.3	PacBio; Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Raddia distichophylla	1	91.8	183.43	Illumina HiSeq	NA
NA	NA	NA	NA	Saccharum hybrid	NA	69.8	NA	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum spontaneum	3	82.2	1125.28	NA	8
Streptophyta	Magnoliopsida	Poales	Poaceae	Secale cereale	3	NA	2164.78	PacBio RS	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria italica	4	99.33	363.91	ABI 3739	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria viridis	3	99.14	359.81	PacBio Sequel	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Sorghum bicolor	8	99.65	554.72	Sanger; Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Sporobolus alterniflorus	1	34.1	511.54	Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Thinopyrum elongatum	1	NA	1279.45	Illumina HiSeq; PacBio Sequel	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum aestivum	25	99.75	10340.3	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum dicoccoides	5	99.29	7481.65	Illumina HiSeq	4
Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum urartu	2	NA	2506.03	Illumina Hiseq2000	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Urochloa ruziziensis	2	92.6	214.54	Illumina; PacBio	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Zea mays	52	97.92	1622.8	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Zizania latifolia	1	87.9	136.82	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Zoysia japonica	1	94.6	104.76	Illumina HiSeq2000, Illumina MiSeq	4
Streptophyta	Magnoliopsida	Poales	Poaceae	Zoysia matrella	1	89.3	180.94	Illumina HiSeq2000, Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Zoysia pacifica	1	93.8	127.41	Illumina HiSeq2000, Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Proteales	Nelumbonaceae	Nelumbo nucifera	6	98.76	591.87	Illumina HiSeq; 454	2
Streptophyta	Magnoliopsida	Proteales	Proteaceae	Macadamia integrifolia	2	95.97	611.53	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis thunbergii	1	90.3	710.8	PacBio	NA
Streptophyta	Magnoliopsida	Ranunculales	Circaeasteraceae	Kingdonia uniflora	1	88	798.13	PacBio Sequel	NA
NA	NA	NA	NA	Eschscholzia californica	NA	86.7	NA	NA	NA
Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Macleaya cordata	1	96.1	296.94	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Papaver somniferum	3	98.82	2025.88	Illumina HiSeq; PacBio; 10X Genomics; Oxford Nanopore	2
Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aquilegia coerulea	1	96.2	251.45	Sanger	NA
Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Coptis chinensis	1	89.8	705.06	Illumina NovaSeq; Oxford Nanopore GridION	NA
Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum thalictroides	3	83.7	235.66	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis sativa	13	95.7	1197.1	PacBio Sequel	NA
NA	NA	NA	NA	Humulus lupulus	NA	87.7	NA	NA	NA
Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Parasponia andersonii	1	97.1	382.06	Illumina HiSeq; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Trema orientale	1	96.9	319.26	Illumina HiSeq; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Moraceae	Artocarpus camansi	1	42.5	209.58	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Moraceae	Artocarpus heterophyllus	1	NA	264.84	Illumina NextSeq 550	NA
Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus carica	2	90.5	94.08	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus erecta	1	96.8	185.64	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Moraceae	Morus alba	2	95.6	94.57	Illumina HiSeq; Oxford Nanopore	NA
Streptophyta	Magnoliopsida	Rosales	Moraceae	Morus notabilis	2	97.68	281.13	Illumina HiSeq2000	NA
Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ochetophila trinervis	1	96.6	98.24	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnella rubrinervis	1	96.1	209.66	Oxford Nanopore GridION	NA
Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus jujuba	4	95.9	376.03	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Cydonia oblonga	1	61.5	162.57	Illumina NovaSeq	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Dryas drummondii	1	92.8	70.25	Illumina HiSeq	NA
NA	NA	NA	NA	Fragaria ananassa	NA	28.1	NA	NA	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria iinumae	2	97.2	69.62	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria nilgerrensis	1	92.7	78	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria nipponica	1	36.8	63.34	Illumina HiSeq1000	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria nubicola	1	33.8	62.34	Illumina HiSeq1000	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria orientalis	1	11.5	67.3	Illumina HiSeq1000	NA
NA	NA	NA	NA	Fragaria vesca	NA	96.5	NA	NA	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Geum urbanum	1	95.9	394.22	NA	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Gillenia trifoliata	1	NA	85.52	10X Chromium; Oxford Nanopore; Illumina	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus baccata	1	93.7	530.52	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus domestica	14	97.81	554.08	Illumina; PacBio; BioNano	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus sylvestris	2	NA	181.68	NA	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus armeniaca	5	95.8	211.47	Oxford Nanopore	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus avium	6	97.98	254.17	Illumina HiSeq 2000	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus dulcis	4	97.76	222.63	NA	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus mume	2	98.41	218.81	Illumina Hiseq2000	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus persica	11	99.31	224.92	ABI 3739	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus salicina	3	97.2	79.69	Illumina HiSeq; PacBio Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus yedoensis	3	97.4	209.54	Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Purshia tridentata	1	93.7	56.42	Illumina HiSeq	NA
NA	NA	NA	NA	Pyrus bretschneideri	NA	85.5	NA	NA	NA
NA	NA	NA	NA	Pyrus ussuriensis	NA	89.4	NA	NA	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa chinensis	3	99.14	447.62	NA	2
NA	NA	NA	NA	Rosa damascena	NA	69.5	NA	NA	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa lucieae	1	83.8	256.52	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa multiflora	1	88.6	213.53	Illumina HiSeq2000, Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Ulmaceae	Ulmus americana	1	79	407.78	Illumina	NA
Streptophyta	Magnoliopsida	Rosales	Urticaceae	Boehmeria nivea	4	95.3	98.72	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Santalales	Santalaceae	Santalum album	3	22.3	101.48	Illumina NextSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera indica	6	99.61	366.84	Pacbio Sequel II	4
Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia vera	2	96.47	767.87	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Toxicodendron radicans	1	75.6	149.71	Illumina	NA
Streptophyta	Magnoliopsida	Sapindales	Burseraceae	Boswellia sacra	1	48.1	131.87	Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Azadirachta indica	1	66.9	256.94	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Atalantia buxifolia	1	97.4	90.82	Illumina HiSeq; PacBio	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus cavaleriei	1	97.7	103.19	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus clementina	2	98.84	271.61	ABI 3739	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus hindsii	1	96.9	115.59	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus maxima	1	97.5	95.64	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus medica	1	97.4	114.33	Illumina HiSeq	2
NA	NA	NA	NA	Citrus paradisi	NA	58.9	NA	NA	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus reticulata	1	97.5	107.03	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus sinensis	13	99.31	289.69	Illumina	2
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus unshiu	2	94.8	304.52	Illumina HiSeq; PacBio RS II	NA
Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer yangbiense	1	96.9	498.06	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Dimocarpus longan	1	NA	137.53	PacBio RSII; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Xanthoceras sorbifolium	2	96.2	360.11	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Kalanchoe fedtschenkoi	1	91.5	77.49	Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sedum album	1	91.7	94.71	PacBio RSII	2
Streptophyta	Magnoliopsida	Saxifragales	Hamamelidaceae	Rhodoleia championii	1	0.2	36.67	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Cuscuta australis	1	85.3	216.94	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Cuscuta campestris	1	89	415.57	NA	8
Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea batatas	2	69.5	214.32	Illumina	4
Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea nil	2	95.6	1060.92	PacBio; Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea purpurea	1	12.5	62.85	Illumina; PacBio	2
Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea trifida	4	96.6	2185.22	Illumina HiSeq; PacBio	2
Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea triloba	2	97	2505.71	Illumina HiSeq; PacBio	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum annuum	8	99.21	2083.53	Illumina HiSeq 2000	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum baccatum	1	92.2	2237.79	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum chinense	1	92	2187.95	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Datura stramonium	3	92.7	1385.24	Illumina NextSeq; Illumina NovaSeq; Oxford Nanopore MinION	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Jaltomata sinuosa	1	94	453.97	PacBio; Illumina	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana attenuata	3	99.68	1597.82	Illumina HiSeq; 454; PacBio	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana glauca	1	77.2	1006.67	Illumnina	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana knightiana	1	92.2	654.18	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana obtusifolia	1	92.1	393.49	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana otophora	1	72.7	803.09	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana paniculata	1	90.7	640.3	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana rustica	1	92.6	1175.78	Illumina HiSeq	4
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana sylvestris	2	97.16	1670.85	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana tabacum	5	99.08	2807.48	Illumina HiSeq	4
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana tomentosiformis	2	98.4	1337.45	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana undulata	1	89.8	556.65	Illumina HiSeq	2
NA	NA	NA	NA	Petunia axillaris	NA	81.6	NA	NA	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum ahanhuiri	1	46.2	270.73	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum americanum	6	0.3	3.05	NA	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum arcanum	1	89.2	214.93	NA	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum bukasovii	1	53	371.89	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum chaucha	1	44.1	258.87	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum chilense	1	87.1	853.59	Illumina MiSeq; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum clarkiae	1	75.5	321.79	Illumina	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum commersonii	2	77.4	578.77	Oxford Nanopore GridION; Illumina	NA
NA	NA	NA	NA	Solanum curtilobum	NA	35.6	NA	NA	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum habrochaites	1	90.3	233.82	NA	NA
NA	NA	NA	NA	Solanum juzepczukii	NA	49.1	NA	NA	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum lycopersicum	12	99.33	609.94	454; Sanger; Illumina; SOLiD	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum melongena	1	84.8	231.3	454 GS FLX+; Illumina HiSeq2000	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum pennellii	4	98.71	3695.62	NA	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum phureja	1	61.2	284.1	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum pimpinellifolium	4	96.1	753.62	Sequel	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum pinnatisectum	2	94.6	1901.65	Illumina NextSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum stenotomum	4	88.6	213.18	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum tuberosum	26	98.87	552.55	Illumina GA2	2
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum verrucosum	19	96.3	233.15	NA	NA
Streptophyta	Magnoliopsida	Trochodendrales	Trochodendraceae	Tetracentron sinense	1	89.9	862.81	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Cissus quadrangularis	1	61.2	74.42	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis aestivalis	1	27.5	148.04	454; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis amurensis	1	87.6	169.37	Illumina HiSeq; PacBio RSII	2
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis cinerea	1	40.2	153.51	Illumina NextSeq	2
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis labrusca	1	89.3	159.26	Illumina	NA
NA	NA	NA	NA	Vitis labruscana	NA	93.3	NA	NA	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis riparia	2	98.84	416.1	Illumina HiSeq; PacBio RSII; 10X Chromium Genomics	2
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis rotundifolia	2	83.7	2434.22	Illumina HiSeq; PacBio Sequel	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis vinifera	10	99.27	411.65	NA	NA
Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Ensete ventricosum	4	79.1	402.74	Illumina HiSeq; Illumina MiSeq	2
NA	NA	NA	NA	Musa acuminata	NA	95.1	NA	NA	NA
Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa balbisiana	1	92.6	384.05	PacBio Sequel	2
Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa itinerans	1	94	130.99	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa schizocarpa	1	94.2	157.69	NA	2
Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Zingiber officinale	3	95.27	2323.88	Oxford Nanopore PromethION	2
Streptophyta	Pinopsida	Cupressales	Cupressaceae	Sequoia sempervirens	1	42.8	24836.76	Illumina HiSeq; Oxford Nanopore PromethION; Illumina NovaSeq	6
Streptophyta	Pinopsida	Cupressales	Cupressaceae	Sequoiadendron giganteum	1	NA	2281.16	Illumina HiSeq; Oxford Nanopore; Dovetail Chicago and HiC	2
Streptophyta	Pinopsida	Pinales	Pinaceae	Larix kaempferi	1	39.7	4030.28	PacBio	NA
Streptophyta	Pinopsida	Pinales	Pinaceae	Larix sibirica	1	23.2	2846.5	Illumina HiSeq	2
Streptophyta	Pinopsida	Pinales	Pinaceae	Picea abies	1	19.3	4038.78	NA	2
Streptophyta	Pinopsida	Pinales	Pinaceae	Picea engelmannii	1	26.8	6066.32	Illumina HiSeq; 10X Genomics Chromium; Oxford Nanopore	2
Streptophyta	Pinopsida	Pinales	Pinaceae	Picea glauca	2	21.8	6843.81	Illumina HiSeq; Illumina MiSeq; 10X Genomics Chromium	2
Streptophyta	Pinopsida	Pinales	Pinaceae	Picea sitchensis	1	22.5	5862.33	Illumina HiSeq; 10X Genomics GemCode; 10X Genomics Chromium; Oxford Nanopore	NA
Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus lambertiana	1	NA	16415.29	Illumina HiSeq; Illumina MiSeq	2
Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus taeda	1	31.4	6659.57	Illumina; PacBio; Fosmid DiTag	2
Streptophyta	Pinopsida	Pinales	Pinaceae	Pseudotsuga menziesii	1	37.1	4577.24	Illumina HiSeq	2
Streptophyta	Polypodiopsida	Polypodiales	Pteridaceae	Ceratopteris richardii	2	22.8	5028.13	PacBio Sequel	NA
Streptophyta	Polypodiopsida	Salviniales	Salviniaceae	Azolla filiculoides	1	NA	1.51	NA	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acacia acuminata	1	NA	556.63	Oxford Nanopore MinION	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Acacia melanoxylon	1	NA	472.79	Oxford Nanopore MinION	2
Streptophyta	Magnoliopsida	Pandanales	Velloziaceae	Acanthochlamys bracteata	1	NA	57.79	Oxford Nanopore PromethION	NA
Streptophyta	Magnoliopsida	Ericales	Actinidiaceae	Actinidia chinensis var. chinensis	1	NA	434.2	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Adenophora triphylla var. japonica	1	NA	762.07	Illumina HiSeq; Oxford Nanopore GridION	NA
Streptophyta	Polypodiopsida	Polypodiales	Pteridaceae	Adiantum nelumboides	1	NA	1941.42	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops bicornis	1	NA	1671.74	Oxford Nanopore PromethION	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops longissima	2	NA	1631.29	NA	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops searsii	1	NA	1514.66	Oxford Nanopore PromethION	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops sharonensis	1	NA	1659.49	Oxford Nanopore PromethION	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops speltoides	1	NA	1154.16	Oxford Nanopore PromethION	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops tauschii subsp. strangulata	3	99.33	3035.27	Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Aegilops tauschii subsp. tauschii	2	99.67	4611.81	PacBio; Illumina HiSeq; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Ranunculales	Lardizabalaceae	Akebia trifoliata	1	NA	184.77	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Alliaria petiolata	1	NA	212.03	Illumina HiSeq; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium cepa	1	NA	4059.2	NA	2
Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus cruentus	1	NA	106.41	Oxford Nanopore PromethION	2
Streptophyta	Magnoliopsida	Alismatales	Araceae	Amorphophallus konjac	1	NA	1549.99	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Apiales	Apiaceae	Anethum foeniculum	1	NA	638.21	nuclear: Illumina HiSeq; mito: Illumina	NA
Streptophyta	Magnoliopsida	Apiales	Apiaceae	Apium graveolens Rapaceum Group	1	NA	972.93	NA	NA
Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Apocynum venetum	1	NA	84.29	PacBio Sequel; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Apostasia ramifera	1	NA	107.87	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aquilegia kansuensis	1	NA	82.38	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis arenosa subsp. arenosa	1	NA	139.38	NA	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis halleri subsp. gemmifera	2	NA	66.25	Illumina HiSeq2000	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis halleri subsp. halleri	1	NA	45.74	Illumina; PacBio	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis lyrata subsp. lyrata	2	99.87	208.31	Sanger	2
